,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings.Source,Ratings.Value,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoMeter,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response
1495,Biwi Tumhari Bachche Hamare,2004,N/A,N/A,-,Thriller            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt4276378,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1496,John Apparao 40+,2008,N/A,N/A,-,Comedy            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.2,18,tt1285120,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1497,Gamer,II,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1498,Kanaa Kanden,2005,N/A,N/A,146 min,"Romance, Thriller            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.6,320,tt0455578,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1499,Uppi rupee,,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1500,Gumnam Hai Koi,2001,N/A,N/A,-,Thriller            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,2.4,21,tt1217572,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1501,Paalkkadal,1976,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0282049,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1502,Auto Rickshawala,2018,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt14039326,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1503,Sooriyaa,,N/A,N/A,-,"Drama, Romance            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1504,A Game Called Relationship,2020,N/A,N/A,109 min,"Comedy, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.7,177,tt11079552,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1505,Nagaram,2010,N/A,N/A,149 min,Action            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.7,47,tt4321328,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1506,Mahasati Behula,1964,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0357881,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1507,Shades of a Kite,2020,N/A,N/A,25 min,"Short, Drama, Horror            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt13194732,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1508,Aaj Ka Mahaatma,1976,N/A,N/A,170 min,"Action, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,3.5,23,tt0177497,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1509,Nari Teri Shakti Anokhi,2014,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt5329194,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1510,Samsaram,1950,N/A,N/A,219 min,"Drama, Musical            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.1,11,tt0255567,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1511,Bindiya,1946,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0233344,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1512,Hanuman,,N/A,N/A,89 min,Animation            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1513,Aye Madam,1996,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0275208,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1514,Kaaya,2016,N/A,N/A,92 min,"Drama, Horror, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt6404062,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1515,3 Storeys,2018,N/A,N/A,100 min,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.9,352,tt4552546,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1516,Suno Sasurjee,2004,N/A,N/A,169 min,"Action, Comedy, Musical            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,2.5,145,tt0402606,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1517,Agni Nilavu,1991,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0258396,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1518,Paattu,2021,N/A,N/A,-,"Drama, Romance            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1519,Bhakta Kanakadasa,1960,N/A,N/A,127 min,"Biography, Drama, History            ",N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,8,44,tt1346649,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1520,Pelli Roju,1968,N/A,N/A,199 min,-,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0293505,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1521,Ek Din... Achanak,2011,N/A,N/A,-,"Drama, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.9,17,tt1907660,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1522,Manohara,II 1954,N/A,N/A,184 min,-,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0255345,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1523,Mahabali Hanuman,1981,N/A,N/A,130 min,"Adventure, Family, Fantasy            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.9,21,tt0242635,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1524,Wamaq Azra,1935,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0362302,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1525,Njan Kodiswaran,1994,N/A,N/A,121 min,Mystery            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.2,14,tt0353802,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1526,Vijetha,1985,N/A,N/A,107 min,"Drama, Family, Romance            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.2,234,tt0246315,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1527,NRI - Nayana Rara Intiki,,N/A,N/A,-,Comedy            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1528,Ponmuttayidunna Tharavu,1988,N/A,N/A,122 min,"Comedy, Drama            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,8,532,tt0352732,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1529,Bhagyalakshmi Bumper Draw,2006,N/A,N/A,-,Comedy            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.6,32,tt0978571,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1530,Minor Mappillai,1996,N/A,N/A,-,Comedy            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.2,83,tt2373634,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1531,Sawan Bhadon,1970,N/A,N/A,155 min,"Action, Romance, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.6,40,tt0341563,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1532,Relax Satya,2018,N/A,N/A,126 min,"Crime, Thriller            ",N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.8,5,tt8795926,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1533,Thennilavu,1961,N/A,N/A,159 min,Comedy            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.4,28,tt1431176,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1534,Tilottama,1954,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0242951,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1535,Aaj Ka Maseeha,1995,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3669088,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1536,Parvathi Parameswarulu,1981,N/A,N/A,-,"Drama, Family            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.2,8,tt0246141,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1537,Moonu Kodiyum Munnooru Pavanum,1997,N/A,N/A,132 min,"Comedy, Drama            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,3.8,12,tt0355786,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1538,Tamil MI-7,2015,N/A,N/A,127 min,Action            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt9336426,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1539,Inquilab Zindabad,1975,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3383092,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1540,Mahiravana,1940,N/A,N/A,-,"Musical, Drama            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0247496,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1541,Rayaran Sose,1957,N/A,N/A,96 min,-,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,8.3,11,tt0366940,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1542,Apaaratha,1992,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.2,9,tt0317089,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1543,Aralida Hoovugalu,1991,N/A,N/A,142 min,"Drama, Romance            ",N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt8050388,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1544,Cocktail: The Deadly Combination,2007,N/A,N/A,-,"Drama, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1107313,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1545,Jothi Malar,II 1943,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt10147696,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1546,Swarg Se Sundar Desh Hamara,1959,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0451935,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1547,Prema Yuddham,1990,N/A,N/A,90 min,Romance            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,8.3,96,tt1279237,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1548,Kali Anjilum,2005,N/A,N/A,-,"Short, Action            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.8,13,tt2257460,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1549,Mard Ka Bachcha,1936,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0360778,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1550,Pakauu,2012,N/A,N/A,120 min,Comedy            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt2450994,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1551,Yuvarathnaa,2021,N/A,N/A,161 min,"Action, Drama            ",N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.8,"2,942",tt9320226,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1552,Kaleidoscope for Anjali,2014,N/A,N/A,35 min,"Short, Family            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt4289146,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1553,Mhara Gaon Mhara Desh,2004,N/A,N/A,72 min,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt11669388,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1554,Anandha Ragam,1982,N/A,N/A,131 min,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt8913978,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1555,Pardesi Saiyan,1935,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0251317,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1556,Shabnam,1993,N/A,N/A,134 min,Romance            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt2782720,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1557,Apple,2019,N/A,N/A,-,Romance            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt10449512,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1558,Trinetra,1991,N/A,N/A,157 min,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.1,71,tt0481241,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1559,Nabbbeyy,2013,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt9777478,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1560,Gnana Kirukkan,2014,N/A,N/A,148 min,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt8076984,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1561,Yeh Nazdeekiyan,1982,N/A,N/A,-,"Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.5,30,tt0250121,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1562,Kayamkulam Kochunni,2004–2007,N/A,N/A,-,"Action, Drama, History            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt13028420,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1563,Suriyan Satta Kalloori,2009,N/A,N/A,140 min,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt13606622,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1564,Safed Jhoot,1978,N/A,N/A,-,"Comedy, Drama, Family            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.5,23,tt0158179,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1565,Ashvamithra,2018,N/A,N/A,79 min,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt8288772,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1566,Puranagaram,2012,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt2198123,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1567,Appu,2002,N/A,N/A,140 min,"Action, Comedy, Romance            ",N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,8.5,34,tt12282108,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1568,Thobama,2018,N/A,N/A,158 min,Comedy            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.3,82,tt7951272,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1569,Apna Banake Dekho,1962,N/A,N/A,-,Romance            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.6,5,tt0878098,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1570,Goonj Uthi Shehnai,1959,N/A,N/A,174 min,"Musical, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.6,32,tt0156576,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1571,Radha Gopalam,2005,N/A,N/A,153 min,Drama            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.3,72,tt0432011,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1572,Dhoolipata,2018,N/A,N/A,132 min,Drama            ,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt9099504,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1573,Toofan Rani,1985,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt2804896,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1574,Ennum Sambavamiyuge Yuge,2001,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0319363,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1575,Raakkayi Koil,1993,N/A,N/A,-,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0318606,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1576,Nisabdham,2017,N/A,N/A,126 min,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.4,14,tt6984716,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1577,Jangal Mein Mangal,1972,N/A,N/A,140 min,"Adventure, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.7,64,tt0435079,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1578,Yehi Hai Zindagi,2005,N/A,N/A,-,"Action, Crime, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.8,16,tt1016044,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1579,Shabash Ramu,1959,N/A,N/A,-,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0261989,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1580,Mahesh Saranya Matrum Palar,2008,N/A,N/A,145 min,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt13582502,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
